Title,Abstract,StoreId,ArticleType,Authors,copyright,documentType,entryDate,language,languageOfSummary,placeOfPublication,pubdate,pubtitle,year,DocumentURL,startPage,FindACopy,Database,source_file
BALLYHOO,"SHREVEPORT.-- Street scenes: Along big Texas avenue, where the sepia variety o' the species hang around, ya can find the band boys packed in at the Chinese rest'rants jivein' bout who's who in the swing world; they knock a feed 'round noon, almost come to blows 'bout who's got a gig for tonlte and who ain't; then round nite time scatter to the various jobs, come back next mornin' tellin' who went over big, and what-not...... Move on down the ""main stem"" and you'll see the barber shop boys gabbln' bout first one thing and another...... Go' round...",2892934840,newspapers,"Neddie, Pittman E", Copyright Kansas City Call 1939, Article," Mar 3, 1939", English, English," Kansas City, Missouri","Mar 3, 1939",The Call (1933-),1939,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/ballyhoo/docview/2892934840/se-2?accountid=14556, a11,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=BALLYHOO&amp;rft.au=Neddie%2C+Pittman+E&amp;rft.aulast=Neddie&amp;rft.aufirst=Pittman&amp;rft.date=1939-03-03&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=a11&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Darthard to Seek Revenge in Bout With Mickey Savage Here on Jan. 28,"Revenge will be the motif defi nite point positive revenge when vicious, hard-socking Jackie Darthard climbs into the ring versus the rough milling Mickey Savage of St. Louis in the rubber bolit be tween these two mixers in Me morial hall, Kansas City, Kas on...",2892631467,newspapers,, Copyright Kansas City Call 1947, Article," Jan 17, 1947", English, English," Kansas City, Missouri","Jan 17, 1947",The Call (1933-),1947,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/darthard-seek-revenge-bout-with-mickey-savage/docview/2892631467/se-2?accountid=14556, b22,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Darthard+to+Seek+Revenge+in+Bout+With+Mickey+Savage+Here+on+Jan.+28&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1947-01-17&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=b22&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Scotts Theater Hits Makes 18th St. Hun,"A ball of high powered dynamite when tapped; quiet and unassuming at other times, and nicknamed the ""Little Giant of Kansas City Business,"" is a pocket description of Emmett J. Scott who has changed the complexion of Kansas City nite life circles.",2887183603,newspapers,, Copyright Kansas City Call 1942, Article," Oct 9, 1942", English, English," Kansas City, Missouri","Oct 9, 1942",The Call (1933-),1942,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/scotts-theater-hits-makes-18th-st-hun/docview/2887183603/se-2?accountid=14556, 15,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Scotts+Theater+Hits+Makes+18th+St.+Hun&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1942-10-09&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=15&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Capital Comments,"WASHINGTON.-- (ANP)-- The courts just exonerated an auxiliary cop who shot and killed a youth at the corner of 12th and You streets, N. W., Friday nite. Versions of the affair vary and as an eyewitness said, ""There were too many witnesses. They cleared the cop.""",2884947547,newspapers,"White, Alvin", Copyright Kansas City Call 1942, Article," Nov 6, 1942", English, English," Kansas City, Missouri","Nov 6, 1942",The Call (1933-),1942,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/capital-comments/docview/2884947547/se-2?accountid=14556, a23,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Capital+Comments&amp;rft.au=White%2C+Alvin&amp;rft.aulast=White&amp;rft.aufirst=Alvin&amp;rft.date=1942-11-06&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=a23&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
"VERSAILLES, MO","Versailles, Mo.-- Misses Jessie and Lois Tut and Mrs, Ola Shinault accompanied Rev"". D. E. Nailing to Otterville Tuesday night. Rev. A. M. Todd held his second quarterly meeting Wednesday nite at St. Paul M. E. church. Mrs. William Tutt and daughter. Lois, were...",2884135594,newspapers,, Copyright Kansas City Call 1936, Article," Sep 18, 1936", English, English," Kansas City, Missouri","Sep 18, 1936",The Call (1933-),1936,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/versailles-mo/docview/2884135594/se-2?accountid=14556, 15,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=VERSAILLES%2C+MO.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1936-09-18&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=15&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Broadway Nightspot to Become Colored-Owned,"NEW YORK.-- (ANP)-- Invading lower New York for the first time in history, two Negroes are scheduled to become the owners of the first nite spot ever owned on Broadway when the Club Ebony throws open its doors sometimes to the public early this...",2883486700,newspapers,, Copyright Kansas City Call 1947, Article," Dec 5, 1947", English, English," Kansas City, Missouri","Dec 5, 1947",The Call (1933-),1947,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/broadway-nightspot-become-colored-owned/docview/2883486700/se-2?accountid=14556, 6,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Broadway+Nightspot+to+Become+Colored-Owned&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1947-12-05&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=6&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
RUNNING THE SCALE,THE TAB SMITH 'dance last Sunday nite (with a few listeners and good music) was still a success so far as the customers are concerned. TAB and his boys were very entertaining and they didn't seem to mind the fact that the house wasn't packed. TAB...,2883328615,newspapers,"Flatt, Bee", Copyright Kansas City Call 1952, Article," Apr 11, 1952", English, English," Kansas City, Missouri","Apr 11, 1952",The Call (1933-),1952,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/running-scale/docview/2883328615/se-2?accountid=14556, 8,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=RUNNING+THE+SCALE&amp;rft.au=Flatt%2C+Bee&amp;rft.aulast=Flatt&amp;rft.aufirst=Bee&amp;rft.date=1952-04-11&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=8&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
NIGHT LIFE IN NEW YORK,"NEW YORK.-- (ANP)-- Well, this metropolis has had its share of so called headliners in the news. The old Drew Pearson re hash of Col. Hubert Julian's high jinks, spotlighted by Mr. ""Deep Freeze"" (Maj. Gen, Harry Vaughn) himself, has divided ""Tan Society"" here into two camps. But camps as far apart as are the current wigwams of Russia's Josef Stalin and Yugoslavia's Marshall Tito. Said a ""store made colored blonde"" to her Be-boppish escort at Tom Delaney's Bar the other nite.",2883230518,newspapers,"Moses, Al", Copyright Kansas City Call 1949, Article," Sep 2, 1949", English, English," Kansas City, Missouri","Sep 2, 1949",The Call (1933-),1949,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/night-life-new-york/docview/2883230518/se-2?accountid=14556, 10,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=NIGHT+LIFE+IN+NEW+YORK&amp;rft.au=Moses%2C+Al&amp;rft.aulast=Moses&amp;rft.aufirst=Al&amp;rft.date=1949-09-02&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=10&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
RUNNING THE SCALE,"The dance Sunday nite was a mixture of Girls and Boys, not just Girls as I had thought. The Royales did a nice job of vocalizing, and the band had as an added attraction our own Janie Scates who sat in and presented a couple of numbers which were very well...",2883155438,newspapers,"Flatt, Bee", Copyright Kansas City Call 1953, Article," Oct 30, 1953", English, English," Kansas City, Missouri","Oct 30, 1953",The Call (1933-),1953,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/running-scale/docview/2883155438/se-2?accountid=14556, 8,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=RUNNING+THE+SCALE&amp;rft.au=Flatt%2C+Bee&amp;rft.aulast=Flatt&amp;rft.aufirst=Bee&amp;rft.date=1953-10-30&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=8&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Troost Lounge Has Just What It Takes,"Patrons of Troost Lounge, that swank afternoon and nite spot out on Troost avenue, are still being bewitched by the piano and vocal offerings of Nessie Jameson, the little gal with the pearl tones and vivacious personality.",2873593614,newspapers,, Copyright Kansas City Call 1952, Article," Apr 4, 1952", English, English," Kansas City, Missouri","Apr 4, 1952",The Call (1933-),1952,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/troost-lounge-has-just-what-takes/docview/2873593614/se-2?accountid=14556, 8,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Troost+Lounge+Has+Just+What+It+Takes&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1952-04-04&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=8&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Philly Stars To Open Home League Season Versus The Clowns At Shite Park On May 8,PHILADELPHIA.-- Ed Bolden's Philadelphia Stars will open their 1950 Negro American League home season at Shibe Park Monday. May 8 in a twi-nite double header against the Indianapolis Clowns who always please the crowd with their antics and fine...,2870806099,newspapers,, Copyright Kansas City Call 1950, Article," May 5, 1950", English, English," Kansas City, Missouri","May 5, 1950",The Call (1933-),1950,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/philly-stars-open-home-league-season-versus/docview/2870806099/se-2?accountid=14556, 8,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Philly+Stars+To+Open+Home+League+Season+Versus+The+Clowns+At+Shite+Park+On+May+8&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1950-05-05&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=8&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
RUNNING THE SCALE,"As cold as it was last Sunday nite the blues lovin' public turned out in good fashion at the dance promoted by David Booker. The featured attractions were the COVERS, a singing and en tertaining act, and FATS DOMINO and his band. Both groups did...",2868287299,newspapers,"Flatt, Bee", Copyright Kansas City Call 1954, Article," Jan 29, 1954", English, English," Kansas City, Missouri","Jan 29, 1954",The Call (1933-),1954,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/running-scale/docview/2868287299/se-2?accountid=14556, 9,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=RUNNING+THE+SCALE&amp;rft.au=Flatt%2C+Bee&amp;rft.aulast=Flatt&amp;rft.aufirst=Bee&amp;rft.date=1954-01-29&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=9&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Clyde McPhatter Ends Racial Bias In Atlanta Club,"ATLANTA, Ga.-- Confronted with a jim crow situation that could've resulted in his losing 53,000, singer Clyde McPhatter talked with the owner of the swank Copa nite club here and persuaded htm to drop his bias attitude toward Negro patrons.",2867751192,newspapers,, Copyright Kansas City Call 1963, Article," Apr 5, 1963", English, English," Kansas City, Missouri","Apr 5, 1963",The Call (1933-),1963,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/clyde-mcphatter-ends-racial-bias-atlanta-club/docview/2867751192/se-2?accountid=14556, 7,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Clyde+McPhatter+Ends+Racial+Bias+In+Atlanta+Club&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1963-04-05&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=7&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Rhythm Lanes,"This month marks the official end of our summer leagues. The Thursday Nite Singles Scratch held its payoff and trophy presentation last Thursday night. The high average bowler and league champion was Alex Harris, who won with the wolves at his heels. Mr...",2867739310,newspapers,"Harris, Ed", Copyright Kansas City Call 1962, Article," Aug 31, 1962", English, English," Kansas City, Missouri","Aug 31, 1962",The Call (1933-),1962,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/rhythm-lanes/docview/2867739310/se-2?accountid=14556, 21,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Rhythm+Lanes&amp;rft.au=Harris%2C+Ed&amp;rft.aulast=Harris&amp;rft.aufirst=Ed&amp;rft.date=1962-08-31&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=21&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Pecks' Good Girls Off To Flying Start,"Last Thursday nite at Sumner high, the Pecks' Good Girls defeated the Harlem Queens 44-3 with the all-around play of Jane Rother and Carol Toliver a feature. Coach Frank Evans had his lasses using such a tight knit zone defense that the Queens couldn't penetrate.",2867690135,newspapers,, Copyright Kansas City Call 1960, Article," Dec 2, 1960", English, English," Kansas City, Missouri","Dec 2, 1960",The Call (1933-),1960,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/pecks-good-girls-off-flying-start/docview/2867690135/se-2?accountid=14556, 12,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Pecks%27+Good+Girls+Off+To+Flying+Start&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1960-12-02&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=12&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Paradise Valley Is My Beat,"DETROIT-- (ANP)-- The Motor City is leaping with top talent as the nite spots are doing a terrific business. Employment is at an all time high in Detroit, and the folk are making a lot of ""bread."" The weekends find the guys and gals hitting the spots along the...",2859998882,newspapers,"Clark, Dave", Copyright Kansas City Call 1953, Article," Apr 3, 1953", English, English," Kansas City, Missouri","Apr 3, 1953",The Call (1933-),1953,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/paradise-valley-is-my-beat/docview/2859998882/se-2?accountid=14556, 9,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Paradise+Valley+Is+My+Beat&amp;rft.au=Clark%2C+Dave&amp;rft.aulast=Clark&amp;rft.aufirst=Dave&amp;rft.date=1953-04-03&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=9&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
RUNNING THE SCALE,The coming JATPH concert at the music hall SUNDAY nite should be another one of those sellout affairs. Every year that NORMAN GRANZ and his group of stellar stars make their appearance here they are always greeted I with a large enthusiastic and...,2859972233,newspapers,"Flatt, Bee", Copyright Kansas City Call 1952, Article," Oct 31, 1952", English, English," Kansas City, Missouri","Oct 31, 1952",The Call (1933-),1952,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/running-scale/docview/2859972233/se-2?accountid=14556, 8,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=RUNNING+THE+SCALE&amp;rft.au=Flatt%2C+Bee&amp;rft.aulast=Flatt&amp;rft.aufirst=Bee&amp;rft.date=1952-10-31&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=8&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
NIGHT LIFE IN NEW YORK,"NEW YORK.-- (ANP)-- Looking tan and ready for a terrific winter's booking, CHARLIE BUCHANAN, the Mr. Savoy of Savoy Ballroom, Worlds Greatest dance academy, greeted us the other nite as we chatted with JIMMY RUSHING, band leader whose unit is a fixture there.",2859630911,newspapers,"Moses, Al", Copyright Kansas City Call 1951, Article," Aug 24, 1951", English, English," Kansas City, Missouri","Aug 24, 1951",The Call (1933-),1951,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/night-life-new-york/docview/2859630911/se-2?accountid=14556, 8,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=NIGHT+LIFE+IN+NEW+YORK&amp;rft.au=Moses%2C+Al&amp;rft.aulast=Moses&amp;rft.aufirst=Al&amp;rft.date=1951-08-24&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=8&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
RUNNING THE SCALE,"Axe things jumping in ole K, C.? I should say so! The Troost Lounge with its new idea in bars, the (Piano Bar), is the latest and most novel in the city. It creates such a homey atmosphere and every one is in on the act. With such fine artists as Jo Bunn and Earl Grant at the twin Pianos and Solovox, the entertainment is superb. I went by Tuesday nite and a real fine musical session was in progress with Milt Buckner and Lionel Hampton...",2849384795,newspapers,Bee Hali, Copyright Kansas City Call 1951, Article," Dec 14, 1951", English, English," Kansas City, Missouri","Dec 14, 1951",The Call (1933-),1951,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/running-scale/docview/2849384795/se-2?accountid=14556, 8,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=RUNNING+THE+SCALE&amp;rft.au=Bee+Hali&amp;rft.aulast=Bee+Hali&amp;rft.aufirst=&amp;rft.date=1951-12-14&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=8&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
