Title,Abstract,StoreId,ArticleType,Authors,copyright,documentType,entryDate,language,languageOfSummary,placeOfPublication,pubdate,pubtitle,year,DocumentURL,startPage,FindACopy,Database,source_file
Monday Nite Footballers Predictions,"As we have done faithfully for over 30 years, the Monday Nite Footballers sat down at Carl Clark's house for a regal ""Marylyn meal."". While there were many positive comments about the royally-presented meal, everything said about the Chiefs was negative and critical. Over and over, the word was about how the Chiefs were embarrassingly defeated by an inferior team, the San Diego Chargers. Miraculously, the Chiefs actually beat the Chargers... first down, passing yardage, rushing yardage, etc. But somehow the Chiefs became penalty prone, and with Grbac throwing four interceptions, the game slipped...",2841182303,newspapers,"Jim ""Grand Dad"" Nunnelly", Copyright Kansas City Call 1999, Article," Oct 8, 1999", English, English," Kansas City, Missouri","Oct 8, 1999",The Call (1933-),1999,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2841182303/se-2?accountid=14556, 24,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aulast=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aufirst=&amp;rft.date=1999-10-08&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=24&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions,,2841174198,newspapers,"Nunnelly, Jim", Copyright Kansas City Call 1998, Article," Jul 17, 1998", English, English," Kansas City, Missouri","Jul 17, 1998",The Call (1933-),1998,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2841174198/se-2?accountid=14556, 13,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=Nunnelly%2C+Jim&amp;rft.aulast=Nunnelly&amp;rft.aufirst=Jim&amp;rft.date=1998-07-17&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=13&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions,,2841161533,newspapers,"Gardner, Ike", Copyright Kansas City Call 1998, Article," Jan 2, 1998", English, English," Kansas City, Missouri","Jan 2, 1998",The Call (1933-),1998,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2841161533/se-2?accountid=14556, 11,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=Gardner%2C+Ike&amp;rft.aulast=Gardner&amp;rft.aufirst=Ike&amp;rft.date=1998-01-02&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=11&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions,,2828386195,newspapers,"Jim ""Grand Dad"" Nunnelly", Copyright Kansas City Call 2006, Article," Oct 27, 2006", English, English," Kansas City, Missouri","Oct 27, 2006",The Call (1933-),2006,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2828386195/se-2?accountid=14556, 31,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aulast=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aufirst=&amp;rft.date=2006-10-27&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=31&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers,"Recently, Jim Nunnelly and I were privileged to enjoy a fun evening at Arrowhead with some of the Chiefs, their staff, and supporters. Given that Commissioner Nunnelly and I have opinions that are...",2828381044,newspapers,"Gardner, Isaac, Jr", Copyright Kansas City Call 1987, Article," May 15, 1987", English, English," Kansas City, Missouri","May 15, 1987",The Call (1933-),1987,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers/docview/2828381044/se-2?accountid=14556, 14,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers&amp;rft.au=Gardner%2C+Isaac%2C+Jr&amp;rft.aulast=Gardner&amp;rft.aufirst=Isaac&amp;rft.date=1987-05-15&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=14&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers,,2828318309,newspapers,"Jim ""Granddad"" Nunnelly", Copyright Kansas City Call 2001, Article," Dec 7, 2001", English, English," Kansas City, Missouri","Dec 7, 2001",The Call (1933-),2001,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers/docview/2828318309/se-2?accountid=14556, 12,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers&amp;rft.au=Jim+%22Granddad%22+Nunnelly&amp;rft.aulast=Jim+%22Granddad%22+Nunnelly&amp;rft.aufirst=&amp;rft.date=2001-12-07&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=12&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions,,2828318203,newspapers,"Jim ""Grand Dad"" Nunnelly", Copyright Kansas City Call 2003, Article," Sep 5, 2003", English, English," Kansas City, Missouri","Sep 5, 2003",The Call (1933-),2003,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2828318203/se-2?accountid=14556, 24,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aulast=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aufirst=&amp;rft.date=2003-09-05&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=24&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions,"The Tennessee Titans, the renamed and relocated Houston Oilers, will visit Arrowhead stadium this Sunday evening to help the Chiefs celebrate their preseason opener. Look for a near sell-out, but don't look for anything too revealing. Starters or veterans will play a quarter or so and then defer to the rookies, free agents, and also-rans. But do lookout for Warren Moon, arguably the best backup quarterback in the NFL. Moon will play a lot, mainly to get acquainted with the Chiefs ""Midwest Coast Offense."" Moon, who has filled the air with rifle-like passes for many years, was chosen to become second fiddle to...",2828267941,newspapers,, Copyright Kansas City Call 1999, Article," Aug 13, 1999", English, English," Kansas City, Missouri","Aug 13, 1999",The Call (1933-),1999,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2828267941/se-2?accountid=14556, 24,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1999-08-13&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=24&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions,"This game on Sunday is not about the Chiefs and their many new faces. And it's not about the Chiefs' flimsy, questionable offensive line.",2828104933,newspapers,"Nunnelly, Jim", Copyright Kansas City Call 1997, Article," Aug 29, 1997", English, English," Kansas City, Missouri","Aug 29, 1997",The Call (1933-),1997,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2828104933/se-2?accountid=14556, 10,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=Nunnelly%2C+Jim&amp;rft.aulast=Nunnelly&amp;rft.aufirst=Jim&amp;rft.date=1997-08-29&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=10&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions,,2828097942,newspapers,"Nunnelly, Jim", Copyright Kansas City Call 1996, Article," Nov 22, 1996", English, English," Kansas City, Missouri","Nov 22, 1996",The Call (1933-),1996,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2828097942/se-2?accountid=14556, 13,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=Nunnelly%2C+Jim&amp;rft.aulast=Nunnelly&amp;rft.aufirst=Jim&amp;rft.date=1996-11-22&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=13&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions,,2826551165,newspapers,"Jim ""Grand Dad"" Nunnelly", Copyright Kansas City Call 2003, Article," Jan 24, 2003", English, English," Kansas City, Missouri","Jan 24, 2003",The Call (1933-),2003,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2826551165/se-2?accountid=14556, 14,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aulast=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aufirst=&amp;rft.date=2003-01-24&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=14&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions,"Being Super Bowl week, these last few days surely have been eventful. Not only did we get some sad news about Derrick Thomas, we have not fully recovered from the last minute, last quarter incomplete pass call against our beloved Tampa Bay Bucs. That was in the championship game at St. Louis, and we are left wondering why there was even an instant replay review in the first place. That one call erased Tony Dungy's chances of taking his team to the Super Bowl this Sunday in Atlanta. Really, it should be Tampa Bay vs. Tennessee rather than St. Louis vs. Tennessee.",2826540203,newspapers,"Jim ""Grand Dad"" Nunnelly", Copyright Kansas City Call 2000, Article," Jan 28, 2000", English, English," Kansas City, Missouri","Jan 28, 2000",The Call (1933-),2000,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2826540203/se-2?accountid=14556, 11,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aulast=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aufirst=&amp;rft.date=2000-01-28&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=11&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions,John Elway is after all used to being on center stage and at the center of attention. That's understandable. He was the first athlete picked in the 1983 draft. He passed up a chance to play baseball for the Yankees. For starters he's brought Denver back to 40 some victories after being behind in the fourth quarter. All that and he's never won a Super Bowl and time is running out on the 15-year All-Pro quarterback.,2826534181,newspapers,"Nunnelly, Jim", Copyright Kansas City Call 1998, Article," Jan 23, 1998", English, English," Kansas City, Missouri","Jan 23, 1998",The Call (1933-),1998,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2826534181/se-2?accountid=14556, 13,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=Nunnelly%2C+Jim&amp;rft.aulast=Nunnelly&amp;rft.aufirst=Jim&amp;rft.date=1998-01-23&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=13&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions,"B Kansas City is 33-35-2 in regular season contests and 2-! in playoff games against the Raiders. The Chiefs have defeated the Raiders 1 1 of the past 12 meetings, including five wins in a row.",2826516296,newspapers,"Nunnelly, Jim", Copyright Kansas City Call 1995, Article," Dec 1, 1995", English, English," Kansas City, Missouri","Dec 1, 1995",The Call (1933-),1995,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2826516296/se-2?accountid=14556, 11,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=Nunnelly%2C+Jim&amp;rft.aulast=Nunnelly&amp;rft.aufirst=Jim&amp;rft.date=1995-12-01&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=11&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers,,2826508117,newspapers,, Copyright Kansas City Call 1992, Article," Dec 18, 1992", English, English," Kansas City, Missouri","Dec 18, 1992",The Call (1933-),1992,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers/docview/2826508117/se-2?accountid=14556, 12,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1992-12-18&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=12&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers,,2826434556,newspapers,"Nunnelly, Jim", Copyright Kansas City Call 1992, Article," Nov 27, 1992", English, English," Kansas City, Missouri","Nov 27, 1992",The Call (1933-),1992,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers/docview/2826434556/se-2?accountid=14556, 12,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers&amp;rft.au=Nunnelly%2C+Jim&amp;rft.aulast=Nunnelly&amp;rft.aufirst=Jim&amp;rft.date=1992-11-27&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=12&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers,,2826199964,newspapers,, Copyright Kansas City Call 1992, Article," Dec 11, 1992", English, English," Kansas City, Missouri","Dec 11, 1992",The Call (1933-),1992,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers/docview/2826199964/se-2?accountid=14556, 16,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1992-12-11&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=16&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions,,2826185895,newspapers,"Nunnelly, James", Copyright Kansas City Call 1990, Article," Jan 26, 1990", English, English," Kansas City, Missouri","Jan 26, 1990",The Call (1933-),1990,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2826185895/se-2?accountid=14556, 19,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=Nunnelly%2C+James&amp;rft.aulast=Nunnelly&amp;rft.aufirst=James&amp;rft.date=1990-01-26&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=19&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers,,2826131417,newspapers,, Copyright Kansas City Call 1989, Article," Oct 20, 1989", English, English," Kansas City, Missouri","Oct 20, 1989",The Call (1933-),1989,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers/docview/2826131417/se-2?accountid=14556, 14,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1989-10-20&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=14&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions,,2825959596,newspapers,"Jim ""Grand Dad"" Nunnelly", Copyright Kansas City Call 2001, Article," Nov 2, 2001", English, English," Kansas City, Missouri","Nov 2, 2001",The Call (1933-),2001,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2825959596/se-2?accountid=14556, 16,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aulast=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aufirst=&amp;rft.date=2001-11-02&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=16&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions,,2825939613,newspapers,"Nunnelly, Jim", Copyright Kansas City Call 1997, Article," Oct 24, 1997", English, English," Kansas City, Missouri","Oct 24, 1997",The Call (1933-),1997,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2825939613/se-2?accountid=14556, 22,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=Nunnelly%2C+Jim&amp;rft.aulast=Nunnelly&amp;rft.aufirst=Jim&amp;rft.date=1997-10-24&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=22&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
